id	effectiveTime	active	moduleId	definitionStatusId
8900005	20240701	1	999991001000101	900000000000074008
8920006	20240701	1	999991001000101	900000000000073002
8928004	20240701	1	999991001000101	900000000000074008
8935007	20240701	1	999991001000101	900000000000074008
8971008	20240701	1	999991001000101	900000000000074008
8983005	20240701	1	999991001000101	900000000000074008
8993003	20240701	1	999991001000101	900000000000074008
9009001	20240701	1	999991001000101	900000000000073002
9014002	20240701	1	999991001000101	900000000000074008
9017009	20240701	1	999991001000101	900000000000074008
9021002	20240701	1	999991001000101	900000000000074008
9040008	20240701	1	999991001000101	900000000000074008
9041007	20240701	1	999991001000101	900000000000074008
9062008	20240701	1	999991001000101	900000000000074008
9078005	20240701	1	999991001000101	900000000000073002
9089003	20240701	1	999991001000101	900000000000074008
9121000	20240701	1	999991001000101	900000000000073002
9194001	20240701	1	999991001000101	900000000000074008
9196004	20240701	1	999991001000101	900000000000074008
9267009	20240701	1	999991001000101	900000000000074008
9283009	20240701	1	999991001000101	900000000000074008
9293002	20240701	1	999991001000101	900000000000074008
9326001	20240701	1	999991001000101	900000000000074008
9360008	20240701	1	999991001000101	900000000000074008
9389005	20240701	1	999991001000101	900000000000073002
9409008	20240701	1	999991001000101	900000000000073002
9414007	20240701	1	999991001000101	900000000000074008
9468002	20240701	1	999991001000101	900000000000073002
9482002	20240701	1	999991001000101	900000000000074008
9497004	20240701	1	999991001000101	900000000000074008
9499001	20240701	1	999991001000101	900000000000074008
9524002	20240701	1	999991001000101	900000000000073002
9566001	20240701	1	999991001000101	900000000000074008
9631008	20240701	1	999991001000101	900000000000074008
9642004	20240701	1	999991001000101	900000000000074008
9679001	20240701	1	999991001000101	900000000000074008
9680003	20240701	1	999991001000101	900000000000074008
9682006	20240701	1	999991001000101	900000000000073002
9713002	20240701	1	999991001000101	900000000000073002
9748009	20240701	1	999991001000101	900000000000074008
9794007	20240701	1	999991001000101	900000000000073002
9826008	20240701	1	999991001000101	900000000000073002
9846003	20240701	1	999991001000101	900000000000073002
9861002	20240701	1	999991001000101	900000000000074008
9875009	20240701	1	999991001000101	900000000000074008
9888007	20240701	1	999991001000101	900000000000073002
9892000	20240701	1	999991001000101	900000000000074008
9911007	20240701	1	999991001000101	900000000000073002
9939008	20240701	1	999991001000101	900000000000074008
9953008	20240701	1	999991001000101	900000000000073002
9957009	20240701	1	999991001000101	900000000000074008
9991008	20240701	1	999991001000101	900000000000073002
10013000	20240701	1	999991001000101	900000000000074008
10020007	20240701	1	999991001000101	900000000000074008
10047002	20240701	1	999991001000101	900000000000074008
10050004	20240701	1	999991001000101	900000000000073002
10052007	20240701	1	999991001000101	900000000000074008
10056005	20240701	1	999991001000101	900000000000074008
10085004	20240701	1	999991001000101	900000000000073002
10106002	20240701	1	999991001000101	900000000000073002
10122001	20240701	1	999991001000101	900000000000074008
10132008	20240701	1	999991001000101	900000000000074008
10133003	20240701	1	999991001000101	900000000000074008
10174003	20240701	1	999991001000101	900000000000074008
10184002	20240701	1	999991001000101	900000000000073002
10197000	20240701	1	999991001000101	900000000000074008
10200004	20240701	1	999991001000101	900000000000074008
10217006	20240701	1	999991001000101	900000000000073002
10262005	20240701	1	999991001000101	900000000000074008
10293006	20240701	1	999991001000101	900000000000074008
10326007	20240701	1	999991001000101	900000000000073002
10377000	20240701	1	999991001000101	900000000000074008
10380004	20240701	1	999991001000101	900000000000073002
10399008	20240701	1	999991001000101	900000000000074008
10410005	20240701	1	999991001000101	900000000000074008
10443009	20240701	1	999991001000101	900000000000074008
10444003	20240701	1	999991001000101	900000000000073002
10458001	20240701	1	999991001000101	900000000000073002
10481004	20240701	1	999991001000101	900000000000074008
10509002	20240701	1	999991001000101	900000000000073002
10514003	20240701	1	999991001000101	900000000000074008
10528009	20240701	1	999991001000101	900000000000074008
10588007	20240701	1	999991001000101	900000000000074008
10601006	20240701	1	999991001000101	900000000000073002
10669005	20240701	1	999991001000101	900000000000074008
10690002	20240701	1	999991001000101	900000000000074008
10695007	20240701	1	999991001000101	900000000000074008
10725009	20240701	1	999991001000101	900000000000074008
10737006	20240701	1	999991001000101	900000000000074008
10743008	20240701	1	999991001000101	900000000000074008
10746000	20240701	1	999991001000101	900000000000074008
10801009	20240701	1	999991001000101	900000000000074008
10810001	20240701	1	999991001000101	900000000000073002
10827009	20240701	1	999991001000101	900000000000074008
10828004	20240701	1	999991001000101	900000000000074008
