id	effectiveTime	active	moduleId	sourceId	value	relationshipGroup	typeId	characteristicTypeId	modifierId
6991000003020	20240701	1	999991001000101	1197400002	#300	1	1142135004	900000000000011006	900000000000451002
7001000003027	20240701	1	999991001000101	1197400002	#1	1	1142136003	900000000000011006	900000000000451002
7051000003026	20240701	1	999991001000101	1197400002	#245	2	1142135004	900000000000011006	900000000000451002
7061000003028	20240701	1	999991001000101	1197400002	#1	2	1142136003	900000000000011006	900000000000451002
7111000003029	20240701	1	999991001000101	1197400002	#50	3	1142135004	900000000000011006	900000000000451002
7121000003022	20240701	1	999991001000101	1197400002	#1	3	1142136003	900000000000011006	900000000000451002
7361000003025	20240701	1	999991001000101	781984009	#1	0	1142139005	900000000000011006	900000000000451002
7411000003023	20240701	1	999991001000101	781984009	#1	1	1142137007	900000000000011006	900000000000451002
7421000003025	20240701	1	999991001000101	781984009	#2.5	1	1142138002	900000000000011006	900000000000451002
7741000003027	20240701	1	999991001000101	322906007	#1	0	1142139005	900000000000011006	900000000000451002
7791000003024	20240701	1	999991001000101	322906007	#250	1	1142135004	900000000000011006	900000000000451002
7801000003023	20240701	1	999991001000101	322906007	#1	1	1142136003	900000000000011006	900000000000451002
7941000003025	20240701	1	999991001000101	371683003	#1	0	1142139005	900000000000011006	900000000000451002
7991000003022	20240701	1	999991001000101	371683003	#1	1	1142137007	900000000000011006	900000000000451002
8001000003026	20240701	1	999991001000101	371683003	#50	1	1142138002	900000000000011006	900000000000451002
8191000003024	20240701	1	999991001000101	322934000	#1	0	1142139005	900000000000011006	900000000000451002
8241000003024	20240701	1	999991001000101	322934000	#100	1	1142135004	900000000000011006	900000000000451002
8251000003022	20240701	1	999991001000101	322934000	#1	1	1142136003	900000000000011006	900000000000451002
8361000003029	20240701	1	999991001000101	773475003	#1	0	1142139005	900000000000011006	900000000000451002
8931000003020	20240701	1	999991001000101	781985005	#1	0	1142139005	900000000000011006	900000000000451002
8981000003024	20240701	1	999991001000101	781985005	#1	1	1142137007	900000000000011006	900000000000451002
8991000003021	20240701	1	999991001000101	781985005	#100	1	1142138002	900000000000011006	900000000000451002
9411000003025	20240701	1	999991001000101	317306008	#1	0	1142139005	900000000000011006	900000000000451002
9461000003028	20240701	1	999991001000101	317306008	#20	1	1142135004	900000000000011006	900000000000451002
9471000003022	20240701	1	999991001000101	317306008	#1	1	1142136003	900000000000011006	900000000000451002
9641000003026	20240701	1	999991001000101	775425002	#1	0	1142139005	900000000000011006	900000000000451002
9681000003021	20240701	1	999991001000101	1172537005	#1	0	1142139005	900000000000011006	900000000000451002
9731000003025	20240701	1	999991001000101	1172537005	#1	1	1142137007	900000000000011006	900000000000451002
9741000003021	20240701	1	999991001000101	1172537005	#300	1	1142138002	900000000000011006	900000000000451002
9941000003023	20240701	1	999991001000101	781829000	#1	0	1142139005	900000000000011006	900000000000451002
9991000003026	20240701	1	999991001000101	781829000	#1	1	1142137007	900000000000011006	900000000000451002
10001000003026	20240701	1	999991001000101	781829000	#5	1	1142138002	900000000000011006	900000000000451002
10021000003022	20240701	1	999991001000101	777398006	#1	0	1142139005	900000000000011006	900000000000451002
10821000003026	20240701	1	999991001000101	319733000	#1	0	1142139005	900000000000011006	900000000000451002
10871000003027	20240701	1	999991001000101	319733000	#1	1	1142135004	900000000000011006	900000000000451002
10881000003025	20240701	1	999991001000101	319733000	#1	1	1142136003	900000000000011006	900000000000451002
10991000003021	20240701	1	999991001000101	774792000	#1	0	1142139005	900000000000011006	900000000000451002
11321000003027	20240701	1	999991001000101	321599004	#1	0	1142139005	900000000000011006	900000000000451002
11371000003028	20240701	1	999991001000101	321599004	#6	1	1142135004	900000000000011006	900000000000451002
11381000003026	20240701	1	999991001000101	321599004	#1	1	1142136003	900000000000011006	900000000000451002
11871000003024	20240701	1	999991001000101	781873001	#1	0	1142139005	900000000000011006	900000000000451002
11921000003028	20240701	1	999991001000101	781873001	#1	1	1142137007	900000000000011006	900000000000451002
11931000003026	20240701	1	999991001000101	781873001	#10000	1	1142138002	900000000000011006	900000000000451002
12111000003029	20240701	1	999991001000101	1148451005	#1	0	1142139005	900000000000011006	900000000000451002
12161000003027	20240701	1	999991001000101	1148451005	#500	1	1142135004	900000000000011006	900000000000451002
12171000003021	20240701	1	999991001000101	1148451005	#1	1	1142136003	900000000000011006	900000000000451002
12541000003023	20240701	1	999991001000101	374820000	#1	0	1142139005	900000000000011006	900000000000451002
12591000003026	20240701	1	999991001000101	374820000	#3	1	1142135004	900000000000011006	900000000000451002
12601000003024	20240701	1	999991001000101	374820000	#1	1	1142136003	900000000000011006	900000000000451002
12721000003021	20240701	1	999991001000101	322908008	#1	0	1142139005	900000000000011006	900000000000451002
12771000003020	20240701	1	999991001000101	322908008	#1	1	1142137007	900000000000011006	900000000000451002
12781000003022	20240701	1	999991001000101	322908008	#50	1	1142138002	900000000000011006	900000000000451002
12951000003027	20240701	1	999991001000101	1197370004	#1	0	1142139005	900000000000011006	900000000000451002
13001000003021	20240701	1	999991001000101	1197370004	#125	1	1142135004	900000000000011006	900000000000451002
13011000003023	20240701	1	999991001000101	1197370004	#1	1	1142136003	900000000000011006	900000000000451002
13981000003028	20240701	1	999991001000101	784908006	#1	0	1142139005	900000000000011006	900000000000451002
14031000003025	20240701	1	999991001000101	784908006	#1	1	1142137007	900000000000011006	900000000000451002
14041000003021	20240701	1	999991001000101	784908006	#2	1	1142138002	900000000000011006	900000000000451002
14281000003020	20240701	1	999991001000101	324242007	#1	0	1142139005	900000000000011006	900000000000451002
14331000003028	20240701	1	999991001000101	324242007	#500	1	1142135004	900000000000011006	900000000000451002
14341000003024	20240701	1	999991001000101	324242007	#1	1	1142136003	900000000000011006	900000000000451002
14451000003028	20240701	1	999991001000101	776373001	#1	0	1142139005	900000000000011006	900000000000451002
15421000003024	20240701	1	999991001000101	375449005	#1	0	1142139005	900000000000011006	900000000000451002
15471000003023	20240701	1	999991001000101	375449005	#300	1	1142135004	900000000000011006	900000000000451002
15481000003020	20240701	1	999991001000101	375449005	#1	1	1142136003	900000000000011006	900000000000451002
15571000003024	20240701	1	999991001000101	320822001	#1	0	1142139005	900000000000011006	900000000000451002
15621000003021	20240701	1	999991001000101	320822001	#10	1	1142135004	900000000000011006	900000000000451002
15631000003023	20240701	1	999991001000101	320822001	#1	1	1142136003	900000000000011006	900000000000451002
16241000003021	20240701	1	999991001000101	781992000	#1	0	1142139005	900000000000011006	900000000000451002
16291000003029	20240701	1	999991001000101	781992000	#1	1	1142137007	900000000000011006	900000000000451002
16301000003025	20240701	1	999991001000101	781992000	#833.333	1	1142138002	900000000000011006	900000000000451002
16551000003022	20240701	1	999991001000101	322238005	#1	0	1142139005	900000000000011006	900000000000451002
16601000003020	20240701	1	999991001000101	322238005	#1	1	1142137007	900000000000011006	900000000000451002
16611000003022	20240701	1	999991001000101	322238005	#24	1	1142138002	900000000000011006	900000000000451002
18301000003026	20240701	1	999991001000101	323673005	#2	0	1142139005	900000000000011006	900000000000451002
18351000003025	20240701	1	999991001000101	323673005	#2	1	1142135004	900000000000011006	900000000000451002
18361000003027	20240701	1	999991001000101	323673005	#1	1	1142136003	900000000000011006	900000000000451002
18411000003020	20240701	1	999991001000101	323673005	#250	2	1142135004	900000000000011006	900000000000451002
18421000003027	20240701	1	999991001000101	323673005	#1	2	1142136003	900000000000011006	900000000000451002
18741000003029	20240701	1	999991001000101	871738001	#1	0	1142139005	900000000000011006	900000000000451002
19061000003023	20240701	1	999991001000101	317307004	#1	0	1142139005	900000000000011006	900000000000451002
19111000003022	20240701	1	999991001000101	317307004	#40	1	1142135004	900000000000011006	900000000000451002
19121000003029	20240701	1	999991001000101	317307004	#1	1	1142136003	900000000000011006	900000000000451002
19341000003020	20240701	1	999991001000101	775758007	#1	0	1142139005	900000000000011006	900000000000451002
19851000003027	20240701	1	999991001000101	1149560009	#1	0	1142139005	900000000000011006	900000000000451002
19901000003023	20240701	1	999991001000101	1149560009	#1	1	1142137007	900000000000011006	900000000000451002
19911000003020	20240701	1	999991001000101	1149560009	#4	1	1142138002	900000000000011006	900000000000451002
19951000003024	20240701	1	999991001000101	324665005	#1	0	1142139005	900000000000011006	900000000000451002
20001000003020	20240701	1	999991001000101	324665005	#125	1	1142135004	900000000000011006	900000000000451002
20011000003022	20240701	1	999991001000101	324665005	#1	1	1142136003	900000000000011006	900000000000451002
20411000003029	20240701	1	999991001000101	1204243004	#2	0	1142139005	900000000000011006	900000000000451002
20461000003027	20240701	1	999991001000101	1204243004	#10	1	1142135004	900000000000011006	900000000000451002
20471000003021	20240701	1	999991001000101	1204243004	#1	1	1142136003	900000000000011006	900000000000451002
20521000003023	20240701	1	999991001000101	1204243004	#40	2	1142135004	900000000000011006	900000000000451002
20531000003020	20240701	1	999991001000101	1204243004	#1	2	1142136003	900000000000011006	900000000000451002
20601000003028	20240701	1	999991001000101	767075007	#1	0	1142139005	900000000000011006	900000000000451002
20651000003027	20240701	1	999991001000101	767075007	#1	1	1142137007	900000000000011006	900000000000451002
20661000003029	20240701	1	999991001000101	767075007	#20	1	1142138002	900000000000011006	900000000000451002
21061000003027	20240701	1	999991001000101	1197166000	#2	0	1142139005	900000000000011006	900000000000451002
21161000003026	20240701	1	999991001000101	326835000	#1	0	1142139005	900000000000011006	900000000000451002
21211000003023	20240701	1	999991001000101	326835000	#20	1	1142135004	900000000000011006	900000000000451002
21221000003025	20240701	1	999991001000101	326835000	#1	1	1142136003	900000000000011006	900000000000451002
22461000003026	20240701	1	999991001000101	1145419005	#1	0	1142139005	900000000000011006	900000000000451002
22511000003029	20240701	1	999991001000101	1145419005	#10	1	1142135004	900000000000011006	900000000000451002
22521000003022	20240701	1	999991001000101	1145419005	#1	1	1142136003	900000000000011006	900000000000451002
22561000003027	20240701	1	999991001000101	777727005	#1	0	1142139005	900000000000011006	900000000000451002
23781000003020	20240701	1	999991001000101	414985005	#1	0	1142139005	900000000000011006	900000000000451002
23831000003028	20240701	1	999991001000101	414985005	#10	1	1142135004	900000000000011006	900000000000451002
23841000003024	20240701	1	999991001000101	414985005	#1	1	1142136003	900000000000011006	900000000000451002
23951000003025	20240701	1	999991001000101	776766009	#1	0	1142139005	900000000000011006	900000000000451002
24031000003021	20240701	1	999991001000101	774551007	#1	0	1142139005	900000000000011006	900000000000451002
24641000003023	20240701	1	999991001000101	781903001	#1	0	1142139005	900000000000011006	900000000000451002
24691000003026	20240701	1	999991001000101	781903001	#1	1	1142137007	900000000000011006	900000000000451002
24701000003026	20240701	1	999991001000101	781903001	#10	1	1142138002	900000000000011006	900000000000451002
24791000003020	20240701	1	999991001000101	775620004	#1	0	1142139005	900000000000011006	900000000000451002
25011000003027	20240701	1	999991001000101	776272008	#1	0	1142139005	900000000000011006	900000000000451002
25601000003021	20240701	1	999991001000101	1197389004	#1	0	1142139005	900000000000011006	900000000000451002
25651000003022	20240701	1	999991001000101	1197389004	#100	1	1142135004	900000000000011006	900000000000451002
25661000003020	20240701	1	999991001000101	1197389004	#1	1	1142136003	900000000000011006	900000000000451002
25781000003024	20240701	1	999991001000101	318955005	#1	0	1142139005	900000000000011006	900000000000451002
25831000003027	20240701	1	999991001000101	318955005	#25	1	1142135004	900000000000011006	900000000000451002
25841000003023	20240701	1	999991001000101	318955005	#1	1	1142136003	900000000000011006	900000000000451002
25921000003021	20240701	1	999991001000101	447131006	#1	0	1142139005	900000000000011006	900000000000451002
25971000003020	20240701	1	999991001000101	447131006	#200	1	1142135004	900000000000011006	900000000000451002
25981000003022	20240701	1	999991001000101	447131006	#1	1	1142136003	900000000000011006	900000000000451002
26481000003021	20240701	1	999991001000101	765735005	#1	0	1142139005	900000000000011006	900000000000451002
26531000003023	20240701	1	999991001000101	765735005	#60	1	1142135004	900000000000011006	900000000000451002
26541000003027	20240701	1	999991001000101	765735005	#1	1	1142136003	900000000000011006	900000000000451002
26581000003022	20240701	1	999991001000101	777194004	#1	0	1142139005	900000000000011006	900000000000451002
26881000003024	20240701	1	999991001000101	782063004	#1	0	1142139005	900000000000011006	900000000000451002
26931000003029	20240701	1	999991001000101	782063004	#1	1	1142137007	900000000000011006	900000000000451002
26941000003020	20240701	1	999991001000101	782063004	#80	1	1142138002	900000000000011006	900000000000451002
27521000003024	20240701	1	999991001000101	1193762008	#1	0	1142139005	900000000000011006	900000000000451002
27571000003023	20240701	1	999991001000101	1193762008	#1	1	1142137007	900000000000011006	900000000000451002
27581000003020	20240701	1	999991001000101	1193762008	#20	1	1142138002	900000000000011006	900000000000451002
27621000003020	20240701	1	999991001000101	408015000	#1	0	1142139005	900000000000011006	900000000000451002
27671000003024	20240701	1	999991001000101	408015000	#400	1	1142135004	900000000000011006	900000000000451002
27681000003021	20240701	1	999991001000101	408015000	#1	1	1142136003	900000000000011006	900000000000451002
27731000003025	20240701	1	999991001000101	1193812006	#1	0	1142139005	900000000000011006	900000000000451002
27781000003026	20240701	1	999991001000101	1193812006	#1	1	1142137007	900000000000011006	900000000000451002
27791000003029	20240701	1	999991001000101	1193812006	#5	1	1142138002	900000000000011006	900000000000451002
27961000003024	20240701	1	999991001000101	860587009	#1	0	1142139005	900000000000011006	900000000000451002
28011000003024	20240701	1	999991001000101	860587009	#110	1	1142135004	900000000000011006	900000000000451002
28021000003026	20240701	1	999991001000101	860587009	#1	1	1142136003	900000000000011006	900000000000451002
28121000003027	20240701	1	999991001000101	774606004	#1	0	1142139005	900000000000011006	900000000000451002
28671000003020	20240701	1	999991001000101	1197377001	#2	0	1142139005	900000000000011006	900000000000451002
28721000003028	20240701	1	999991001000101	1197377001	#1	1	1142137007	900000000000011006	900000000000451002
28731000003026	20240701	1	999991001000101	1197377001	#50	1	1142138002	900000000000011006	900000000000451002
28781000003027	20240701	1	999991001000101	1197377001	#1	2	1142137007	900000000000011006	900000000000451002
28791000003025	20240701	1	999991001000101	1197377001	#100	2	1142138002	900000000000011006	900000000000451002
28861000003027	20240701	1	999991001000101	323069006	#1	0	1142139005	900000000000011006	900000000000451002
28911000003023	20240701	1	999991001000101	323069006	#1	1	1142137007	900000000000011006	900000000000451002
28921000003025	20240701	1	999991001000101	323069006	#2	1	1142138002	900000000000011006	900000000000451002
28961000003020	20240701	1	999991001000101	327438003	#1	0	1142139005	900000000000011006	900000000000451002
29011000003025	20240701	1	999991001000101	327438003	#200	1	1142135004	900000000000011006	900000000000451002
29021000003023	20240701	1	999991001000101	327438003	#1	1	1142136003	900000000000011006	900000000000451002
29271000003027	20240701	1	999991001000101	324467008	#1	0	1142139005	900000000000011006	900000000000451002
29321000003020	20240701	1	999991001000101	324467008	#400	1	1142135004	900000000000011006	900000000000451002
29331000003022	20240701	1	999991001000101	324467008	#1	1	1142136003	900000000000011006	900000000000451002
29931000003021	20240701	1	999991001000101	780130002	#1	0	1142139005	900000000000011006	900000000000451002
29981000003020	20240701	1	999991001000101	333370006	#1	0	1142139005	900000000000011006	900000000000451002
30031000003025	20240701	1	999991001000101	333370006	#60	1	1142135004	900000000000011006	900000000000451002
30041000003021	20240701	1	999991001000101	333370006	#1	1	1142136003	900000000000011006	900000000000451002
30641000003028	20240701	1	999991001000101	320014009	#1	0	1142139005	900000000000011006	900000000000451002
30691000003020	20240701	1	999991001000101	320014009	#40	1	1142135004	900000000000011006	900000000000451002
30701000003020	20240701	1	999991001000101	320014009	#1	1	1142136003	900000000000011006	900000000000451002
30931000003029	20240701	1	999991001000101	871839001	#4	0	1142139005	900000000000011006	900000000000451002
31551000003023	20240701	1	999991001000101	370166004	#1	0	1142139005	900000000000011006	900000000000451002
31601000003021	20240701	1	999991001000101	370166004	#325	1	1142135004	900000000000011006	900000000000451002
31611000003023	20240701	1	999991001000101	370166004	#1	1	1142136003	900000000000011006	900000000000451002
32011000003024	20240701	1	999991001000101	864008004	#1	0	1142139005	900000000000011006	900000000000451002
32451000003027	20240701	1	999991001000101	777384003	#1	0	1142139005	900000000000011006	900000000000451002
32491000003022	20240701	1	999991001000101	1296677004	#1	0	1142139005	900000000000011006	900000000000451002
32611000003028	20240701	1	999991001000101	325914009	#1	0	1142139005	900000000000011006	900000000000451002
32661000003026	20240701	1	999991001000101	325914009	#10	1	1142135004	900000000000011006	900000000000451002
32671000003020	20240701	1	999991001000101	325914009	#1	1	1142136003	900000000000011006	900000000000451002
32991000003027	20240701	1	999991001000101	775819007	#1	0	1142139005	900000000000011006	900000000000451002
33041000003025	20240701	1	999991001000101	782015002	#1	0	1142139005	900000000000011006	900000000000451002
33091000003022	20240701	1	999991001000101	782015002	#1	1	1142137007	900000000000011006	900000000000451002
33101000003027	20240701	1	999991001000101	782015002	#2.5	1	1142138002	900000000000011006	900000000000451002
33921000003020	20240701	1	999991001000101	776655005	#1	0	1142139005	900000000000011006	900000000000451002
34111000003028	20240701	1	999991001000101	324658002	#1	0	1142139005	900000000000011006	900000000000451002
34161000003026	20240701	1	999991001000101	324658002	#50	1	1142135004	900000000000011006	900000000000451002
34171000003020	20240701	1	999991001000101	324658002	#1	1	1142136003	900000000000011006	900000000000451002
34441000003023	20240701	1	999991001000101	776041001	#1	0	1142139005	900000000000011006	900000000000451002
34851000003023	20240701	1	999991001000101	374491001	#1	0	1142139005	900000000000011006	900000000000451002
34901000003027	20240701	1	999991001000101	374491001	#1	1	1142137007	900000000000011006	900000000000451002
34911000003025	20240701	1	999991001000101	374491001	#10	1	1142138002	900000000000011006	900000000000451002
34951000003026	20240701	1	999991001000101	777389008	#1	0	1142139005	900000000000011006	900000000000451002
35351000003028	20240701	1	999991001000101	332385005	#1	0	1142139005	900000000000011006	900000000000451002
35401000003021	20240701	1	999991001000101	332385005	#1	1	1142137007	900000000000011006	900000000000451002
35411000003023	20240701	1	999991001000101	332385005	#50	1	1142138002	900000000000011006	900000000000451002
36751000003024	20240701	1	999991001000101	765536008	#1	0	1142139005	900000000000011006	900000000000451002
36801000003025	20240701	1	999991001000101	765536008	#15	1	1142135004	900000000000011006	900000000000451002
36811000003028	20240701	1	999991001000101	765536008	#1	1	1142136003	900000000000011006	900000000000451002
36991000003026	20240701	1	999991001000101	865997008	#1	0	1142139005	900000000000011006	900000000000451002
37861000003029	20240701	1	999991001000101	776239008	#2	0	1142139005	900000000000011006	900000000000451002
38191000003027	20240701	1	999991001000101	777428004	#1	0	1142139005	900000000000011006	900000000000451002
39481000003027	20240701	1	999991001000101	971000221109	#1	0	1142139005	900000000000011006	900000000000451002
40251000003026	20240701	1	999991001000101	318649003	#1	0	1142139005	900000000000011006	900000000000451002
40301000003020	20240701	1	999991001000101	318649003	#25	1	1142135004	900000000000011006	900000000000451002
40311000003022	20240701	1	999991001000101	318649003	#1	1	1142136003	900000000000011006	900000000000451002
40991000003027	20240701	1	999991001000101	766485009	#1	0	1142139005	900000000000011006	900000000000451002
41041000003025	20240701	1	999991001000101	766485009	#1	1	1142137007	900000000000011006	900000000000451002
41051000003027	20240701	1	999991001000101	766485009	#10	1	1142138002	900000000000011006	900000000000451002
41441000003020	20240701	1	999991001000101	319223009	#1	0	1142139005	900000000000011006	900000000000451002
41491000003028	20240701	1	999991001000101	319223009	#10	1	1142135004	900000000000011006	900000000000451002
41501000003021	20240701	1	999991001000101	319223009	#1	1	1142136003	900000000000011006	900000000000451002
41561000003020	20240701	1	999991001000101	783651002	#1	0	1142139005	900000000000011006	900000000000451002
41611000003022	20240701	1	999991001000101	783651002	#400	1	1142135004	900000000000011006	900000000000451002
41621000003029	20240701	1	999991001000101	783651002	#1	1	1142136003	900000000000011006	900000000000451002
41681000003028	20240701	1	999991001000101	777098003	#1	0	1142139005	900000000000011006	900000000000451002
41711000003029	20240701	1	999991001000101	776329000	#1	0	1142139005	900000000000011006	900000000000451002
41971000003024	20240701	1	999991001000101	1157013009	#1	0	1142139005	900000000000011006	900000000000451002
42021000003025	20240701	1	999991001000101	1157013009	#10	1	1142135004	900000000000011006	900000000000451002
42031000003028	20240701	1	999991001000101	1157013009	#1	1	1142136003	900000000000011006	900000000000451002
42691000003023	20240701	1	999991001000101	329265004	#1	0	1142139005	900000000000011006	900000000000451002
42741000003021	20240701	1	999991001000101	329265004	#50	1	1142135004	900000000000011006	900000000000451002
42751000003024	20240701	1	999991001000101	329265004	#1	1	1142136003	900000000000011006	900000000000451002
42871000003020	20240701	1	999991001000101	776747009	#1	0	1142139005	900000000000011006	900000000000451002
43151000003025	20240701	1	999991001000101	1204425001	#1	0	1142139005	900000000000011006	900000000000451002
43201000003022	20240701	1	999991001000101	1204425001	#50000	1	1142135004	900000000000011006	900000000000451002
43211000003024	20240701	1	999991001000101	1204425001	#1	1	1142136003	900000000000011006	900000000000451002
43411000003023	20240701	1	999991001000101	871837004	#3	0	1142139005	900000000000011006	900000000000451002
43511000003022	20240701	1	999991001000101	1156879008	#4	0	1142139005	900000000000011006	900000000000451002
43591000003026	20240701	1	999991001000101	370416004	#1	0	1142139005	900000000000011006	900000000000451002
43641000003022	20240701	1	999991001000101	370416004	#1	1	1142135004	900000000000011006	900000000000451002
43651000003020	20240701	1	999991001000101	370416004	#1	1	1142136003	900000000000011006	900000000000451002
43691000003025	20240701	1	999991001000101	329525004	#1	0	1142139005	900000000000011006	900000000000451002
43741000003027	20240701	1	999991001000101	329525004	#300	1	1142135004	900000000000011006	900000000000451002
43751000003029	20240701	1	999991001000101	329525004	#1	1	1142136003	900000000000011006	900000000000451002
43791000003024	20240701	1	999991001000101	324244008	#1	0	1142139005	900000000000011006	900000000000451002
43841000003021	20240701	1	999991001000101	324244008	#500	1	1142135004	900000000000011006	900000000000451002
43851000003024	20240701	1	999991001000101	324244008	#1	1	1142136003	900000000000011006	900000000000451002
44541000003021	20240701	1	999991001000101	318341000221109	#4	0	1142139005	900000000000011006	900000000000451002
44711000003026	20240701	1	999991001000101	784645002	#1	0	1142139005	900000000000011006	900000000000451002
44761000003029	20240701	1	999991001000101	784645002	#1	1	1142137007	900000000000011006	900000000000451002
44771000003023	20240701	1	999991001000101	784645002	#1	1	1142138002	900000000000011006	900000000000451002
44911000003029	20240701	1	999991001000101	781924006	#1	0	1142139005	900000000000011006	900000000000451002
44961000003027	20240701	1	999991001000101	781924006	#1	1	1142137007	900000000000011006	900000000000451002
44971000003021	20240701	1	999991001000101	781924006	#25000	1	1142138002	900000000000011006	900000000000451002
45211000003023	20240701	1	999991001000101	1204426000	#1	0	1142139005	900000000000011006	900000000000451002
45261000003020	20240701	1	999991001000101	1204426000	#200000	1	1142135004	900000000000011006	900000000000451002
45271000003026	20240701	1	999991001000101	1204426000	#1	1	1142136003	900000000000011006	900000000000451002
45651000003024	20240701	1	999991001000101	1145303004	#1	0	1142139005	900000000000011006	900000000000451002
45701000003029	20240701	1	999991001000101	1145303004	#1	1	1142137007	900000000000011006	900000000000451002
45711000003027	20240701	1	999991001000101	1145303004	#20	1	1142138002	900000000000011006	900000000000451002
45911000003025	20240701	1	999991001000101	781967003	#1	0	1142139005	900000000000011006	900000000000451002
45961000003028	20240701	1	999991001000101	781967003	#1	1	1142137007	900000000000011006	900000000000451002
45971000003022	20240701	1	999991001000101	781967003	#20	1	1142138002	900000000000011006	900000000000451002
46151000003022	20240701	1	999991001000101	2201000221100	#1	0	1142139005	900000000000011006	900000000000451002
46531000003020	20240701	1	999991001000101	890476008	#2	0	1142139005	900000000000011006	900000000000451002
46581000003024	20240701	1	999991001000101	890476008	#400	1	1142135004	900000000000011006	900000000000451002
46591000003021	20240701	1	999991001000101	890476008	#1	1	1142136003	900000000000011006	900000000000451002
46641000003025	20240701	1	999991001000101	890476008	#90	2	1142135004	900000000000011006	900000000000451002
46651000003027	20240701	1	999991001000101	890476008	#1	2	1142136003	900000000000011006	900000000000451002
46681000003020	20240701	1	999991001000101	1145299009	#1	0	1142139005	900000000000011006	900000000000451002
46731000003029	20240701	1	999991001000101	1145299009	#1	1	1142137007	900000000000011006	900000000000451002
46741000003020	20240701	1	999991001000101	1145299009	#2	1	1142138002	900000000000011006	900000000000451002
48451000003029	20240701	1	999991001000101	776795000	#1	0	1142139005	900000000000011006	900000000000451002
48671000003022	20240701	1	999991001000101	775354007	#1	0	1142139005	900000000000011006	900000000000451002
48911000003020	20240701	1	999991001000101	318187007	#1	0	1142139005	900000000000011006	900000000000451002
48961000003022	20240701	1	999991001000101	318187007	#200	1	1142135004	900000000000011006	900000000000451002
48971000003028	20240701	1	999991001000101	318187007	#1	1	1142136003	900000000000011006	900000000000451002
49081000003021	20240701	1	999991001000101	329652003	#1	0	1142139005	900000000000011006	900000000000451002
49131000003021	20240701	1	999991001000101	329652003	#200	1	1142135004	900000000000011006	900000000000451002
49141000003025	20240701	1	999991001000101	329652003	#1	1	1142136003	900000000000011006	900000000000451002
49861000003024	20240701	1	999991001000101	775768002	#1	0	1142139005	900000000000011006	900000000000451002
